"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1001","registro → logout → login","chromium","2026-07-29","passed","2026-07-29","Auth POM","pom/auth.spec.ts","",""
